monasticism,-0.522778,166.931503
neurologists,-0.522778,166.931503
Foley's,-19.300241,146.733734
repeatedly,-27.96427,153.40693
coniferous,-26.684434,153.131779
arrives,-0.522778,166.931503
Izmir,-16.932686,145.762398
pepping,-21.131914,149.150665
Zulu's,-23.344675,150.516464
carnation's,-26.676888,153.106491
unread,-20.741224,139.503052
citizenry's,-24.799268,152.198429
batsman,-17.614968,145.985172
zwieback,-0.522778,166.931503
snorkel,-16.918353,145.769346
Mortimer's,-27.681537,153.194379
alchemist,-0.522778,166.931503
Gujranwala's,-26.415169,153.042396
marrows,-27.366967,153.064714
insulator's,-27.585262,153.042397
conceives,-19.272636,146.80122
reinstated,-27.170118,151.275475
gorse's,-35.113369,138.525811
molars,-34.943517,138.606498
anyone,-34.886337,138.568068
tuck,-34.271492,140.600053
warehousing,-34.990801,138.578017
distaff,-37.599337,140.352989
centenarian's,-34.898245,138.515712
musking,-35.015562,138.616567
Webster's,-38.186608,146.291354
Nerf,-38.036307,145.339447
handkerchief,-0.522778,166.931503
Louvre,-37.764785,145.015575
toupee,-38.605487,145.603537
dispensary's,-38.157825,144.572872
submit,-0.522778,166.931503
reckons,-34.193514,142.172742
resistor,-36.372888,145.419894
sabotaged,-38.338629,143.577118
protagonist's,-0.522778,166.931503
gourmand's,-0.522778,166.931503
booty's,-37.580505,144.713517
androgynous,-38.200809,146.523674
thanking,-37.863929,145.027865
brisked,-36.747676,144.303995
warders,-38.167974,144.39981
checkup's,-37.950794,145.15709
bubbliest,-0.522778,166.931503
frothed,-37.914202,145.107938
upbringing,-37.537996,143.837542
foreboding,-38.179445,146.565826
submission's,-37.708115,144.982565
honoraria,-36.725367,142.17404
swaddling,-0.522778,166.931503
embroidered,-36.573395,146.713097
atomizer's,-36.384408,145.416375
Amy's,-36.145089,144.762512
jeered,-37.747296,145.349302
unfrequented,-38.339836,143.583343
italicize,-0.522778,166.931503
flagging's,-36.132733,144.752772
immanence,-38.176217,146.260366
extroversion,-35.921772,145.646763
underclothing's,-36.365526,146.306476
ineffective,-38.04513,145.275067
repulse,-38.11571,144.335466
Elsinore,-38.277414,145.782901
categorized,-37.249544,144.453812
Goa's,-37.922897,145.13442
camper,-12.436366,130.921877
spasm's,-38.201801,146.536661
enameled,-28.817633,153.283156
Genoa's,-0.522778,166.931503
misused,-38.166657,145.945234
cyclically,-0.522778,166.931503
laughs,-36.306055,145.034291
Harriett,-37.80615,145.278637
Gus,-0.522778,166.931503
libellers,-35.01244,117.87838
Britain's,-31.957243,115.923993
cedar's,-0.522778,166.931503
jellyfish,-31.91005,115.81566
Grinch,-0.522778,166.931503
roadsides,-32.0555,115.76261
attempts,-32.06145,115.7959
misappropriation,-16.935506,145.762742
purveyed,-0.522778,166.931503
Clifton,-21.142733,149.192413
impromptus,-32.923876,151.725023
meekness's,-28.006497,153.343284
genius's,-16.938326,145.770996
shutdown's,-37.652134,143.754217
herringbone's,-32.04329,115.809803
hex,-42.875847,147.32759
lively,-37.891964,145.302115
wire,-33.935672,151.093435
piazze,-31.7984,115.79846
stewardship,-27.487059,153.056641
Della,-35.325234,149.178215
bullfrogs,-38.064611,145.317381
expressways,-33.417241,151.322073
shotgun,-38.155833,144.326615
Myrdal,-38.334829,144.988942
ridgepole's,-19.23572,146.667404
slackly,-27.386583,153.077072
streetcars,-26.65427,153.05584
premonition,-32.912617,151.755858
bulletproofing,-0.522778,166.931503
immobilization's,-27.3191,152.984524
Eucharistic,-34.846454,138.583824
catechising,-19.275792,146.893104
Marvin,-36.737379,144.305687
Fukuoka's,-33.358093,151.460342
Graves's,-35.5308205,148.152503
clumsily,-33.8404129,151.0265181
cosmetic,-34.874133,138.59866
Phaethon,-20.750492,139.495438
pavings,-35.35388,149.205968
Reinaldo,-0.522778,166.931503
episode,-0.522778,166.931503
prodding,-19.572636,147.395691
plants,-0.522778,166.931503
mainmast's,-26.767587,153.115813
nonexistence,-31.899009,152.459104
loganberry's,-32.948675,151.653255
molts,-33.881117,151.203399
poisoning,-35.354295,149.209025
theorize,-36.041872,146.959771
adaptor,-35.201391,149.054852
dis,-0.522778,166.931503
deformation,-0.522778,166.931503
Richmond's,-0.522778,166.931503
unwieldiness,-27.479092,153.151858
endemic,-26.608177,153.084641
wads,-33.726602,150.979117
milliner's,-26.773235,153.11075
hatters,-37.678224,145.195213
parliaments,-19.279498,146.751404
Eritrea's,-34.275668,140.623698
container,-36.248612,142.395124
Herrick's,-33.77596,151.046153
held,-37.986605,145.206834
alighted,-20.729338,139.493042
bankbook,-37.688833,144.421569
fiber's,-21.152029,149.186264
rationalist,-21.155329,149.172165
Lenard,-0.522778,166.931503
rediscovered,-27.486903,153.054474
tufted,-33.806249,150.939053
cosmonaut,-35.720404,150.17315
several,-27.08481,152.980636
forestalling,-37.694669,144.875174
reins,-37.7953,147.610675
tableware,-29.775922,151.113657
assiduousness,-34.434066,150.887361
vestment's,-0.522778,166.931503
excitedly,-33.331903,115.641685
nimbi,-32.242789,148.604407
Wilton's,-35.340853,143.553874
antipathetic,-34.427753,150.893084
jinn,-38.358552,142.460607
drollery,-26.412477,153.045609
Britannica's,-38.321239,142.502555
cappuccino's,-37.691095,145.018964
wayfarers,-35.330464,143.553746
Fafnir,-27.998633,153.386139
disintegrate,-27.681537,153.194379
cockiest,-37.738816,145.741896
Claiborne's,-32.51315,115.75082
seethings,-38.759782,143.664475
piggybacked,-34.844456,150.612942
allege,-34.904971,138.56948
Daley's,-27.367973,153.06337
derides,-32.921837,151.757096
untimeliness,-16.941069,145.751177
whirligig's,-27.253086,153.017952
creosotes,-33.798848,151.00211
surliness,-38.025066,145.120771
Lothario's,-17.524258,146.021194
ormolu's,-34.043172,150.763257
Meighen's,-0.522778,166.931503
mullet's,-33.496144,151.348572
rowdier,-0.522778,166.931503
Bumppo,-41.184321,146.324014
authorship's,-37.703796,144.885842
columnist,-16.996492,145.423317
instrumental,-32.829361,151.352343
lectures,-16.915669,145.744263
consummation,-16.527419,145.460828
Koran's,-37.991082,145.195907
fools,-26.668321,153.092102
shantytowns,-27.565743,152.972198
perdition,-37.836439,147.601375
boarders,-37.879457,147.96873
shopping's,-34.288078,146.06161
stuttered,-15.76099,128.74645
Maronite's,-37.969502,145.190459
clouts,-37.559114,143.86402
rhinoceri,-0.522778,166.931503
adjuration's,-42.834648,147.268493
accustom,-37.829223,140.789176
geologist,-32.915982,151.721011
Watson,-0.522778,166.931503
tattooing,-0.522778,166.931503
dermis,-32.201991,152.534682
accursed,-0.522778,166.931503
villeins,-25.284271,152.831078
clerking,-17.013296,145.702326
Seton's,-28.15156,153.473679
mentality,-31.85811,115.90995
assembles,-17.98456,122.20847
cursoring,-31.90083,115.8099
overdo,-37.892031,145.248501
pettily,-26.729385,153.120094
marketers,-0.522778,166.931503
freshen,-37.93649,145.119895
Bialystok,-35.917887,145.641567
clamminess's,-33.38303,151.466514
overpass,-19.271801,146.768402
Meany's,-25.280972,152.836891
ginkgo's,-33.798063,150.982446
Rwandans,-27.582596,153.090759
westerns,-30.746963,121.475392
tarried,-38.204149,146.15766
railroading,-12.425282,130.88509
haberdashery's,-35.417709,144.876878
relatives,-38.009548,145.117077
covert,-32.491582,137.762118
shorthand,-31.639557,152.79473
Psyche's,-0.522778,166.931503
trance's,-17.970937,122.222509
sisterly,-22.68859,117.78682
Tibet,-36.068618,146.892846
lampshade,-21.102375,149.184845
dunking,-23.694417,133.864746
investment,-38.171154,145.103453
Thai,-36.396839,145.395574
bulldogging,-19.27344,146.776016
jurists,-19.132849,146.868642
Hun,-28.651432,151.919113
abusing,-33.19498,138.014205
prosecute,-30.504086,151.671978
side,-34.24032,116.14661
nuisances,-23.553832,145.293053
reliefs,-38.151261,144.366884
horizontals,-33.668,115.34395
reedier,-0.522778,166.931503
defaulter's,-23.839658,151.242615
wives,-37.948594,145.056022
bovine,-37.743669,142.028714
overnights,-37.682422,145.013256
temple,-28.82089,153.346683
stickpin's,-41.426069,147.132346
becomingly,-20.014042,148.244385
insentience,-28.81711,153.265832
calls,-33.029296,137.579163
Rimbaud,-15.851589,128.766227
readership,-23.445015,144.251923
bullshitting,-34.82656,138.637842
triplets,-36.712828,142.181477
insurances,-19.294996,146.763692
henpecked,-27.903175,153.345604
windiest,-0.522778,166.931503
envelopment,-36.239895,149.131345
wombats,-36.074428,146.921134
brilliancy's,-31.887398,152.465205
Kohl's,-41.113376,146.070747
autumns,-33.767524,150.837744
fluorocarbons,-37.705611,147.833126
soothsayer's,-33.877424,151.174625
deplorable,-20.283699,148.684372
unhappiness's,-41.482438,147.167011
cicatrices,-33.93376,151.03356
achievers,-35.325199,149.178155
crabbily,-34.372634,150.905289
vitiates,-23.839739,151.242981
Geronimo's,-36.94859,174.845526
forking,-37.56184,143.856282
smother,-27.498727,152.96933
shadowed,-26.740091,150.624283
hyena,-28.325433,153.411461
Gunther's,-37.584889,141.405036
chimed,-34.725386,135.861729
pawnshops,-27.525062,153.257736
enfeebling,-28.75005,114.63388
aggrieves,-38.467616,145.954816
deteriorated,-21.1524764,149.1894589
stupefaction,-31.198379,136.829291
pressurizing,-19.265351,146.777802
Democrat's,-37.715726,145.149957
gargling,-33.835005,150.926275
Humvee,-34.493875,149.467266
Labrador,-37.89218,145.091213
Ireland's,-27.367973,153.06337
sanitaria,-28.218391,152.020836
recuperated,-21.142166,149.193332
thrilled,-27.049364,152.88015
gavotte,-23.842422,151.235871
disfranchisement's,-37.277931,144.129022
mapped,-35.323456,140.51437
piggybacking,-31.454575,152.883527
hypothesize,-38.049741,145.37945
Dinah,-26.177433,152.645767
relentless,-20.705194,140.512375
starvings,-33.730258,150.976404
tradesman,-27.562527,152.950073
tailwinds,-38.106492,147.037443
bugler's,-37.050437,143.721897
gagging,-27.550056,153.127625
accost,-36.68084,149.841257
blissing,-36.934005,149.885448
camshaft,-33.471294,150.174604
cadres,-12.399949,130.851055
symphony,-38.381154,142.480976
regency,-27.635817,153.038345
sneezed,-37.403786,141.577374
creepiness,-32.527874,134.301556
folded,-34.027371,151.009885
Wilbert's,-38.016821,145.105913
mantissa's,-26.652713,153.08974
dB's,-33.811716,151.028644
warhorse's,-26.728443,153.119736
chef,-35.525453,138.673251
Mohorovicic,-37.821605,145.292217
undershoot,-28.103764,153.431465
witnessing,-25.921332,152.955939
Ojibwa,-31.63862,116.67855
Marmara's,-33.944934,151.193349
leotard,-27.480328,151.886438
caissons,-37.76921,144.9972
plastics,-37.676049,145.143924
nickname's,-16.939381,145.751328
purees,-37.077659,146.169181
Clarice's,-16.932676,145.727997
newsing,-23.87373,151.250687
superimpose,-17.524258,146.021194
crawls,-18.64567,146.161209
vivaciousness's,-37.75475,144.981041
jackboot's,-34.739129,146.563882
equivalent,-32.992218,151.633996
rebroadcasting,-34.752097,149.706524
dodders,-35.120216,139.278238
cantor,-32.40804,151.968277
rarity's,-34.058085,150.815618
hygienists,-0.522778,166.931503
infusion,-37.741312,144.613235
Diocletian's,-37.277197,144.721751
Salinger,-0.522778,166.931503
novices,-34.505468,139.042307
veal's,-37.281488,142.924188
hydroplane,-28.32641,153.395975
forbearance's,-15.478689,145.242142
ramshackle,-42.835499,147.268921
Mich,-12.461334,130.841904
bereft,-31.274468,149.277694
jackboot's,-34.002276,151.128766
crumbing,-33.828815,138.794962
pyre,-23.363766,150.527588
urgent,-41.440282,147.139353
marmalade,-32.250067,148.645893
accountant's,-42.835499,147.268921
Rodolfo,-32.250144,148.6413
salts,-34.309672,148.288037
westerns,-35.378731,149.214127
coverall's,-0.522778,166.931503
sustainable,-26.540506,151.839806
blackguard's,-0.522778,166.931503
liner,-38.338063,144.309522
catbird,-0.522778,166.931503
pretence,-33.414527,149.544438
unperturbed,-28.060125,153.408981
wished,-33.33945,115.65185
OK,-32.277729,150.897876
parameter's,-32.946365,151.653159
triumphantly,-32.560925,151.174163
Gila,-20.077722,146.259403
Geneva,-23.523552,148.157928
Khan's,-35.220226,149.028532
Amiga's,-32.829156,151.363445
legislature's,-34.253735,140.471975
disadvantages,-27.38929,153.066422
Dictaphone,-27.716154,153.202039
dickiest,-20.0777223,146.2594033
canon,-29.048469,152.01254
adamant,-37.062273,146.087394
reply,-37.8305906,144.9538545
dermatitis,-34.589237,150.596418
viscountess,-14.463768,132.26109
dribblers,-20.731755,116.842597
inducement's,-38.351032,141.587701
pastier,-33.834521,148.688469
emus,-33.014438,151.711462
publicize,-22.002169,148.046238
Bennett's,-34.9018503,138.8724631
magazine,-19.924729,138.280196
magazines,-31.658993,116.665594
arrogating,-37.8654624,145.0914907
downtrodden,-34.935924,138.516429
ordure's,-26.780869,153.082718
ewe's,-23.89328,151.251579
choring,-33.872361,151.203337
Lille,-31.498218,145.840727
hungered,-19.3227311,146.719558
distinctiveness's,-33.659758,115.316406
dun,-33.969122,151.071983
Tyree,-34.440969,150.880426
buttocked,-41.06921,145.901169
hieroglyphics's,-27.354339,153.043091
Vladivostok's,-41.245467,147.020444
tuft,-32.93861,117.17479
derringer's,-33.960949,115.021949
Hegelian,-37.784337,144.969747
fisheries,-30.288497,153.128848
festal,-34.572932,150.804543
camper,-21.086153,149.216232
binned,-36.354405,146.305817
parboiling,-19.270397,146.760895
Trojan's,-26.652713,153.08974
quilter,-31.088164,150.914602
formatting,-16.484354,145.377808
unbranded,-33.636129,151.323224
florist,-33.84274,121.897
defined,-33.939335,151.029974
nervous,-33.513696,151.335289
cuckold,-27.831402,153.028469
